Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,head_pitch_joint_dof,head_yaw_joint_dof,telescopic_lift_joint_dof,right_joint1_dof,right_joint2_dof,right_joint3_dof,right_joint4_dof,right_joint5_dof,right_joint6_dof,right_joint7_dof,right_gripper_joint1_dof,right_gripper_joint2_dof,left_joint1_dof,left_joint2_dof,left_joint3_dof,left_joint4_dof,left_joint5_dof,left_joint6_dof,left_joint7_dof,left_gripper_joint1_dof,left_gripper_joint2_dof
73,0.8028281927108765,4.2315192222595215,94.9466552734375,-1.3729018969333715,-18.93136704129994,-79.67438133205444,9.60868,-4.949316,17.32869,0.0,0.0,78.01170090293886,90.42849,31.474846,49.94779,99.44394,-152.34262,1.1484225,-1.4475865,0.0,0.0,8.490086,72.32446,-83.33253,29.536943,-58.359566,1.7164671,-0.08695569,0.0,0.0
74,0.7959024310112,4.420706748962402,94.9524154663086,-1.2746129837521172,-19.112217503825033,-79.47584514170691,9.459269,-5.1267333,17.635464,0.0,0.0,77.99618581390382,90.65207,31.63755,49.89099,98.98099,-151.66905,1.1524426,-1.4281855,0.0,0.0,8.340221,72.26463,-83.46172,29.591803,-58.258007,1.7222797,-0.082118094,0.0,0.0
75,0.7956141829490662,4.684094429016113,94.98807525634766,-1.1367788314919085,-19.31163563863184,-79.27653796942042,9.365908,-5.3710136,18.08312,0.0,0.0,78.01251748657228,90.863884,31.72071,49.974987,98.881874,-151.5395,1.1645831,-1.4185109,0.0,0.0,8.018524,72.22505,-83.65779,29.651728,-58.345657,1.7279929,-0.09012769,0.0,0.0
76,0.7623080611228943,5.024318218231201,94.99824523925781,-1.2856500300668106,-19.069203098848334,-78.90657998047612,9.386708,-5.3372154,17.952286,0.0,0.0,78.03464869117738,90.466705,31.406076,50.395386,99.27921,-150.60886,1.1318873,-1.4274027,0.0,0.0,7.540555,72.25926,-83.64339,29.453745,-58.02274,1.7231058,-0.107491285,0.0,0.0
77,0.7446994185447693,5.406877040863037,94.94535064697266,-1.3821793295469964,-18.595616426378335,-78.6257007574579,9.307953,-5.3112974,17.521385,0.0,0.0,77.99977997398378,90.348816,31.546587,50.521614,98.56726,-149.99124,1.1153527,-1.4308834,0.0,0.0,7.34177,72.37597,-83.433205,29.361633,-57.464275,1.7123443,-0.09465605,0.0,0.0
78,0.7997223138809204,5.818025588989258,94.94839477539062,-1.1605289008150477,-18.10030164738146,-78.4866311696801,9.391404,-5.5745225,17.157192,0.0,0.0,78.02295425987245,90.568344,31.676537,50.285805,97.6781,-150.30305,1.1176198,-1.4160917,0.0,0.0,7.2707906,72.48062,-83.45622,29.268349,-57.17536,1.7159697,-0.07821417,0.0,0.0
79,0.9619314074516296,6.29106330871582,95.00379943847656,-0.8958447284103206,-17.477812897214495,-78.55518645175692,9.654869,-5.8170547,16.660278,0.0,0.0,78.10727099037172,91.49015,31.836657,49.362926,96.50015,-151.06198,1.1193917,-1.3854835,0.0,0.0,7.3172708,72.635895,-83.72108,29.196148,-57.158314,1.7308354,-0.05586833,0.0,0.0
80,1.2003611326217651,6.403109550476074,95.20397186279297,-0.2973392767697375,-17.639020349356898,-80.89104873450135,11.7082205,-5.540759,17.339697,0.0,0.0,78.33800057029725,91.96978,32.037685,49.53215,95.65857,-150.60336,1.0300076,-1.4021908,0.0,0.0,6.769095,73.377014,-84.773964,28.09314,-57.071686,1.8286288,-0.038805038,0.0,0.0
81,1.2387444972991943,6.228420734405518,95.34725952148438,-0.1472482881798941,-17.47961664568273,-82.07677418295867,11.866863,-5.52062,16.821043,0.0,0.0,78.50357631301881,92.05239,32.56519,47.710716,94.99293,-150.11093,0.9417319,-1.404316,0.0,0.0,7.778414,73.65213,-85.502464,26.973667,-55.965824,1.8029797,0.019698901,0.0,0.0
82,1.231740117073059,5.948147773742676,95.41341400146484,-0.14222090414450778,-17.35150496915601,-82.58002457644831,11.576188,-5.3634896,16.447853,0.0,0.0,78.59254816627504,92.50711,33.15264,46.32296,94.5744,-151.97014,0.9744305,-1.3738705,0.0,0.0,8.573347,73.50053,-85.32051,26.772343,-55.442333,1.744418,-0.009651151,0.0,0.0
83,1.1500709056854248,5.63813591003418,95.45817565917969,-0.18173828705897532,-17.281944705586703,-82.75948964428822,11.368537,-5.271736,16.134161,0.0,0.0,78.64341477012636,92.20914,33.42923,46.41347,95.17657,-154.48602,1.0650511,-1.3359022,0.0,0.0,8.908827,72.76901,-84.386246,26.92648,-55.98733,1.7104383,-0.11435996,0.0,0.0
84,0.9913365244865417,5.318454265594482,95.4027099609375,-0.30093694349455496,-17.008510916735624,-82.43010825475469,11.147564,-5.3329773,15.391395,0.0,0.0,78.61333230590822,91.52933,32.663628,46.47643,95.85445,-155.16464,1.0423479,-1.3472058,0.0,0.0,8.94539,72.551994,-83.37217,26.870028,-56.03401,1.7275485,-0.13433434,0.0,0.0
85,0.8367094397544861,4.959594249725342,95.35253143310547,-0.3576280851792941,-16.818752928128106,-82.18581847653007,10.993795,-5.3149858,14.826214,0.0,0.0,78.57142428016664,91.307816,31.627995,46.054436,96.31975,-154.30505,0.96377665,-1.3518167,0.0,0.0,8.963008,72.44473,-82.54525,26.93219,-55.764317,1.6994509,-0.06514375,0.0,0.0
86,0.7333073019981384,4.541041374206543,95.28834533691406,-0.38754470994477513,-16.89845328237731,-81.80237581825092,10.666104,-5.288246,14.749661,0.0,0.0,78.50891688919069,91.431526,31.075737,45.604214,96.262,-153.94254,0.9552847,-1.3603289,0.0,0.0,8.838838,72.25305,-82.20394,27.16223,-55.97402,1.6706843,-0.04439037,0.0,0.0
87,0.6768037676811218,4.124388694763184,95.2673568725586,-0.39938931299356,-17.0181429568846,-81.56545372793704,10.483457,-5.2389865,14.631506,0.0,0.0,78.48447898483278,91.1552,30.787441,45.796265,96.33906,-154.44925,1.0145181,-1.3688483,0.0,0.0,8.7109165,72.105705,-82.286,27.288424,-56.96158,1.6799945,-0.08019466,0.0,0.0
88,0.620690107345581,3.7554521560668945,95.19447326660156,-0.2780598037791036,-16.74266554677201,-81.82748461161898,10.633249,-5.3815465,13.846816,0.0,0.0,78.43818405723573,90.3877,30.420336,45.89575,96.31171,-153.99683,0.9994868,-1.4044476,0.0,0.0,8.871284,72.16519,-82.74964,27.290468,-56.999653,1.7077271,-0.097181305,0.0,0.0
89,0.5888991355895996,3.4794442653656006,95.16449737548828,-0.19958199951878983,-16.58349992063957,-81.98994032872366,10.719501,-5.321141,13.328979,0.0,0.0,78.41596344566346,89.8151,29.806223,45.86425,96.178185,-152.91397,0.9366843,-1.4246747,0.0,0.0,9.136203,72.29414,-82.769,27.457125,-56.284607,1.6840881,-0.05489773,0.0,0.0
90,0.64958256483078,3.199784517288208,95.12077331542969,-0.08682339794992244,-16.702688773829752,-81.98443928331535,10.590108,-5.2365875,13.251732,0.0,0.0,78.36643794631959,89.690315,29.615429,45.754593,95.730484,-152.5063,0.922104,-1.4328319,0.0,0.0,9.396283,72.21614,-82.32048,27.934849,-55.86824,1.6566277,-0.057178587,0.0,0.0
91,0.766168475151062,2.9485690593719482,95.12262725830078,0.036695131649590956,-16.943232024060002,-82.01404552171371,10.51987,-5.159913,13.294117,0.0,0.0,78.35142949676515,89.39095,29.566433,46.104507,95.43254,-152.87872,0.9574961,-1.4260561,0.0,0.0,9.514762,72.069756,-81.7128,28.299343,-56.145187,1.6678704,-0.09714309,0.0,0.0
92,0.9139550924301147,2.723332405090332,95.05411529541016,0.17002422732065034,-17.147515111521365,-82.14476826981011,10.492956,-5.2283087,13.087845,0.0,0.0,78.27685216522218,88.60401,29.53188,46.43974,95.169044,-152.84486,0.9474492,-1.4214936,0.0,0.0,9.777157,72.0573,-81.33548,28.534603,-56.29468,1.6761367,-0.1108642,0.0,0.0
93,1.0395481586456299,2.5564913749694824,95.02992248535156,0.3219979611673853,-17.23652539385181,-82.23298075944733,10.5217495,-5.2782316,12.917241,0.0,0.0,78.24081519699098,88.015465,29.159168,46.379444,94.8044,-152.16158,0.91547954,-1.4047782,0.0,0.0,10.018312,72.04742,-80.93317,28.8912,-56.345047,1.6221328,-0.06927231,0.0,0.0
94,1.210144281387329,2.3937828540802,95.00126647949219,0.5148557002282269,-17.643104982785676,-82.12461045341747,10.456504,-5.3721137,13.324272,0.0,0.0,78.19490769958497,87.50189,28.882885,46.51723,94.266174,-151.81425,0.9049115,-1.3935214,0.0,0.0,10.146223,72.01051,-80.81513,29.32321,-56.73117,1.5836589,-0.055876177,0.0,0.0
95,1.4140105247497559,2.313459634780884,95.01056671142578,0.6970671446926181,-18.05618147369536,-82.08576546776078,10.576695,-5.4388747,13.804354,0.0,0.0,78.18680742836,86.85533,28.520838,46.79352,93.81529,-151.90804,0.9205817,-1.394363,0.0,0.0,10.098925,72.12526,-81.047646,29.220675,-56.96551,1.615132,-0.07512634,0.0,0.0
96,1.6325262784957886,2.2920923233032227,94.96443939208984,0.9107001723849265,-18.090590529390017,-82.06643707533472,10.793458,-5.720765,13.687197,0.0,0.0,78.14592460250856,84.88358,28.181618,48.052452,93.38457,-152.28635,0.8917751,-1.4114721,0.0,0.0,10.326725,72.48411,-81.53607,28.639523,-57.247173,1.6633346,-0.061393254,0.0,0.0
97,1.8218342065811157,2.394129991531372,94.97859954833984,1.1039131783442637,-17.979013473818366,-82.254732081812,11.07818,-6.0442076,13.664954,0.0,0.0,78.16368678665162,82.7955,27.973358,49.03063,93.05247,-152.33846,0.8631608,-1.4080466,0.0,0.0,10.530167,72.84697,-81.84373,27.811264,-56.789555,1.664294,-0.022745138,0.0,0.0
98,2.0107240676879883,2.5603091716766357,95.00920104980469,1.2637012384837734,-18.19337034294927,-82.1957638565295,11.178452,-6.28406,14.347824,0.0,0.0,78.19364408111574,81.08618,28.155136,50.145714,92.46886,-152.90091,0.86844313,-1.3837682,0.0,0.0,10.479155,73.23753,-82.28219,27.182154,-56.666096,1.6696686,-0.025682602,0.0,0.0
99,2.180293083190918,2.8201346397399902,95.07695007324219,1.4030775286564876,-18.299451842221043,-82.12959344945862,11.395644,-6.4371305,15.009543,0.0,0.0,78.26351860618593,79.2909,28.362776,51.462624,92.115204,-153.8963,0.8910965,-1.3479426,0.0,0.0,10.294591,73.61347,-82.72289,26.604738,-57.111954,1.7120823,-0.06383633,0.0,0.0
100,2.285062074661255,3.1048941612243652,95.02410125732422,1.1227279492053124,-18.44830889863565,-81.77664393486782,11.400713,-6.247582,15.209712,0.0,0.0,78.2274875984192,77.412895,28.442688,51.912476,91.822586,-153.86275,0.8328732,-1.3368466,0.0,0.0,10.549342,73.91708,-82.736145,26.33823,-57.082584,1.711381,-0.07453207,0.0,0.0
101,2.2715818881988525,3.34401273727417,95.07695770263672,1.2747454504328386,-18.56976059046352,-81.80756157297257,11.806693,-6.3988504,15.836492,0.0,0.0,78.26407292938234,75.9383,28.147394,51.837772,91.79274,-154.52449,0.7961864,-1.3347646,0.0,0.0,10.527564,73.79489,-82.38526,26.349228,-56.940582,1.7074538,-0.03740316,0.0,0.0
102,2.251744508743286,3.546426773071289,95.12326049804688,1.449272214056828,-18.947460053677013,-81.82721582259872,12.017417,-6.3806825,16.903534,0.0,0.0,78.28665712928773,75.944374,28.087872,51.60792,92.28873,-156.82832,0.83720195,-1.3203429,0.0,0.0,10.288917,73.53169,-81.80333,26.469154,-57.109768,1.6972579,-0.041952282,0.0,0.0
103,2.221686840057373,3.7080280780792236,95.19471740722656,1.601683266358233,-19.32517777252384,-81.95851898970758,12.140097,-6.262374,17.818825,0.0,0.0,78.33503821945192,76.47493,28.139887,51.688816,93.449104,-157.56339,0.8981329,-1.318813,0.0,0.0,10.045655,73.25829,-80.71954,26.703196,-57.8301,1.6855887,-0.0919068,0.0,0.0
104,2.18009614944458,3.780569553375244,95.15840911865234,1.2601597697658942,-19.105424012311754,-81.7903146979472,11.760716,-5.999539,17.64425,0.0,0.0,78.32281926727296,76.92375,28.144222,51.947853,94.34832,-157.56339,0.8811465,-1.3738122,0.0,0.0,10.004728,73.225685,-80.73989,26.457619,-57.830456,1.7004948,-0.1033859,0.0,0.0
105,2.1435718536376953,3.821338653564453,95.12647247314453,1.0663545531053942,-18.56675561733869,-81.59177446469943,11.555773,-5.956284,16.92916,0.0,0.0,78.31580976104738,77.14138,27.448435,52.129364,95.33398,-157.56339,0.85468215,-1.4306039,0.0,0.0,9.948241,73.34235,-80.66132,26.103355,-57.66372,1.7130413,-0.058202714,0.0,0.0
106,2.1604013442993164,3.7999517917633057,95.0860595703125,1.0182858869763471,-18.195059177574457,-81.32257416058023,11.328414,-5.9961085,16.355206,0.0,0.0,78.29491237258912,77.63761,26.967754,52.526566,95.72546,-157.56339,0.8702354,-1.4532624,0.0,0.0,9.846966,73.32454,-80.63548,26.145428,-57.610424,1.7095649,-0.04865797,0.0,0.0
107,2.1992716789245605,3.7932004928588867,95.08275604248047,1.0778926014933727,-17.799828254099367,-81.16161518808893,11.203043,-6.1402874,15.810733,0.0,0.0,78.3003304347992,78.22586,26.566866,53.107323,96.061745,-157.56339,0.9253763,-1.4456813,0.0,0.0,9.604515,73.233215,-80.84834,26.170649,-57.696396,1.7461478,-0.06740198,0.0,0.0
108,2.2160022258758545,3.8509960174560547,95.0412368774414,1.3112376587291907,-17.39047918610461,-81.37515807371138,11.275885,-6.548531,15.356927,0.0,0.0,78.27685216522218,78.66873,26.144642,53.629734,96.23748,-157.45184,0.9312895,-1.4552066,0.0,0.0,9.354657,73.26108,-81.30473,26.048944,-57.774414,1.8019084,-0.058476236,0.0,0.0
109,2.186389923095703,3.949040174484253,95.01806640625,1.3419832301877248,-16.975841822705625,-81.42386831408758,11.202209,-6.7078595,14.852138,0.0,0.0,78.26307157135011,79.099594,25.646008,53.931995,96.31083,-157.21716,0.9145666,-1.464882,0.0,0.0,9.241937,73.368484,-81.658295,26.20308,-57.73655,1.7771024,-0.021815,0.0,0.0
110,2.2012782096862793,4.055238246917725,95.0042724609375,1.413685398083782,-16.744715452765604,-81.42921551134658,11.105605,-6.818364,14.596199,0.0,0.0,78.24440339660646,79.6513,25.36865,54.143784,96.28811,-157.02075,0.9374783,-1.4628385,0.0,0.0,9.142518,73.34005,-81.97893,26.535662,-57.71698,1.7431471,-0.018148456,0.0,0.0
111,2.2304024696350098,4.187516212463379,95.0267562866211,1.521388701878331,-16.580073876326203,-81.4582893293355,10.949898,-6.980075,14.569038,0.0,0.0,78.25367191886903,80.58308,25.20141,54.00832,96.3214,-156.24084,0.99820787,-1.4548775,0.0,0.0,9.153476,73.35704,-83.162186,27.055162,-57.545883,1.7504112,-0.05633207,0.0,0.0
112,2.2315547466278076,4.378001689910889,95.0042724609375,1.5656785542506795,-16.44761739207303,-81.71424624442787,11.069239,-7.1275115,14.5158,0.0,0.0,78.2354507789612,80.89931,25.063007,54.060867,96.44408,-154.41281,0.96886593,-1.4724873,0.0,0.0,9.107437,73.41589,-84.185646,27.184608,-56.58404,1.7622331,-0.061002236,0.0,0.0
113,2.198153495788574,4.570011615753174,95.00357055664062,1.582972214622907,-16.255874125428548,-81.84300815005173,11.099376,-7.27177,14.385062,0.0,0.0,78.23419908142091,81.1576,24.886965,53.97472,96.46398,-152.83644,0.9154027,-1.4751812,0.0,0.0,9.163529,73.41774,-84.5883,27.522316,-55.474953,1.7212348,-0.02823915,0.0,0.0
114,2.196925163269043,4.770691871643066,95.01616668701172,1.618230903670964,-16.255922247190675,-81.91040894900448,11.036352,-7.3359914,14.567779,0.0,0.0,78.2371197090149,82.03806,25.102436,53.51413,96.37044,-152.05798,0.9074277,-1.468083,0.0,0.0,9.297635,73.38888,-84.87822,28.060343,-55.005466,1.680825,-0.028559813,0.0,0.0
115,2.1990694999694824,5.0460991859436035,95.06596374511719,1.6586271270006,-16.24293475589792,-81.99431197369798,10.980657,-7.4119296,14.828011,0.0,0.0,78.2735560283661,82.97724,25.517914,53.120083,96.26147,-151.92215,0.943367,-1.4596041,0.0,0.0,9.315218,73.345345,-85.11676,28.376652,-55.172016,1.6809472,-0.05828667,0.0,0.0
116,2.1749377250671387,5.3875203132629395,95.04629516601562,1.6143122160555727,-15.804168229543636,-81.85910350974525,10.9316225,-7.665069,14.520848,0.0,0.0,78.26564649200441,83.26072,25.673832,52.81352,96.44295,-152.00998,0.9779923,-1.4518623,0.0,0.0,9.393109,73.116974,-85.09226,28.530798,-55.01854,1.6899197,-0.07819527,0.0,0.0
117,2.1318297386169434,5.757025718688965,95.07264709472656,1.46848048315245,-15.382820805257634,-81.73122059718376,10.826085,-7.8379397,14.237932,0.0,0.0,78.29242685890199,83.4206,25.737965,52.234146,96.66348,-151.48088,0.96811926,-1.4361066,0.0,0.0,9.284662,73.00257,-84.91486,28.341581,-54.42317,1.7018126,-0.06798908,0.0,0.0
118,2.1394078731536865,6.140305519104004,95.08401489257812,1.4124926431060143,-15.261510592850389,-81.63156406083345,10.734269,-8.014534,14.4482975,0.0,0.0,78.29468587493898,84.178055,26.148434,51.890263,96.43978,-151.21524,0.9642428,-1.4218324,0.0,0.0,9.071618,72.99689,-85.09386,28.18412,-54.4124,1.69679,-0.07923642,0.0,0.0
119,2.141433000564575,6.5738701820373535,95.1239013671875,1.4842519811347596,-15.167496422307417,-81.70714775112508,10.696857,-8.214692,14.719883,0.0,0.0,78.32265237426759,85.54843,26.911968,51.27581,96.144295,-151.98282,0.97971916,-1.4113871,0.0,0.0,8.871621,73.08051,-85.277435,28.10108,-54.77881,1.6753027,-0.10673759,0.0,0.0
120,2.0759239196777344,6.667714595794678,95.28144836425781,1.5258595889917441,-15.519283354196777,-83.49391972064365,12.74679,-7.4217625,15.552104,0.0,0.0,78.45814565277101,88.20233,27.098295,49.312134,94.698105,-151.82684,0.93944144,-1.462637,0.0,0.0,8.978293,73.37441,-85.21955,28.440475,-55.05286,1.6764404,-0.07763376,0.0,0.0
121,1.9618219137191772,6.654535293579102,95.3812484741211,1.2464586921785692,-15.652365869585665,-83.85747983774569,12.637727,-7.2112384,15.554091,0.0,0.0,78.56439093208314,88.18579,27.42039,48.35003,94.41299,-151.73428,0.847776,-1.4836277,0.0,0.0,9.147467,73.543915,-85.0591,27.393063,-54.777508,1.6883978,-0.009019819,0.0,0.0
122,1.88503897190094,6.593575954437256,95.43815612792969,1.0269986635821118,-15.652818691848367,-83.5534405703578,12.313709,-7.120197,15.507011,0.0,0.0,78.63350251770021,87.539825,27.658731,48.67681,94.32546,-153.36957,0.884217,-1.4737165,0.0,0.0,9.014521,73.2612,-84.02511,27.009554,-54.571724,1.673734,-0.025845986,0.0,0.0
123,1.8136627674102783,6.491151332855225,95.48250579833984,0.930819198093972,-15.627467181105418,-83.02205477739075,12.029333,-7.232038,15.386845,0.0,0.0,78.68141273117067,85.56088,27.76926,50.925346,95.06566,-155.46033,0.987588,-1.4478208,0.0,0.0,8.579134,72.60686,-82.796234,26.64802,-54.98358,1.6911579,-0.114296034,0.0,0.0
124,1.7307696342468262,6.34443473815918,95.386962890625,0.9593267413028885,-15.485449946433176,-82.32213990744037,11.779887,-7.642036,14.832161,0.0,0.0,78.60868910408021,82.611,27.392794,53.6937,95.3472,-156.28383,0.99258643,-1.4523387,0.0,0.0,8.306288,72.476944,-81.962845,26.053434,-54.42672,1.7528818,-0.14254218,0.0,0.0
125,1.6703884601593018,6.126364231109619,95.30760955810547,1.0062055644043844,-15.586941425100255,-81.7154172422728,11.825348,-7.7667937,14.635249,0.0,0.0,78.53254417037965,79.95068,26.433344,56.249783,95.2418,-156.1269,0.93139136,-1.4561768,0.0,0.0,8.009103,72.5112,-81.145966,25.910694,-53.43512,1.7571892,-0.068500206,0.0,0.0
126,1.647294521331787,5.804717540740967,95.22957611083984,1.0467436668692487,-16.06236792397654,-80.93198375513666,11.795486,-7.7312975,14.819649,0.0,0.0,78.44384649848939,77.53244,25.622139,58.773186,94.56908,-156.25078,0.90347666,-1.4591733,0.0,0.0,7.806717,72.57124,-80.58169,26.083448,-52.923447,1.7456598,-0.032607675,0.0,0.0
127,1.65142023563385,5.405147075653076,95.1789321899414,1.057487569344221,-16.565233006958437,-80.26378791799945,11.786619,-7.618092,14.701256,0.0,0.0,78.38347891426088,74.40339,24.968182,61.942184,93.70434,-156.5579,0.8969726,-1.460755,0.0,0.0,8.048614,72.682526,-80.41024,26.252039,-53.240623,1.7498897,-0.047573663,0.0,0.0
128,1.614725947380066,4.970215320587158,95.06338500976562,1.138514553285095,-16.85852193991463,-80.07284989026046,11.853442,-7.696855,13.926713,0.0,0.0,78.27637532806398,69.82444,24.792347,65.82119,92.57934,-155.65285,0.8004459,-1.4765064,0.0,0.0,8.91136,72.815475,-80.59264,26.22564,-53.23722,1.7710664,-0.07637871,0.0,0.0
129,1.5356459617614746,4.561333656311035,95.0015640258789,1.0613937883388385,-17.09561318453464,-80.06769923877302,12.023864,-7.53949,13.14859,0.0,0.0,78.21475604629518,64.777824,24.66991,70.13132,90.73565,-153.53218,0.6589572,-1.4610305,0.0,0.0,9.819883,73.03721,-81.02586,25.82503,-52.848167,1.7842431,-0.051864937,0.0,0.0
130,1.507314682006836,4.131947040557861,94.94036102294922,1.0271617674957714,-17.666404394745513,-79.92869686454799,11.991229,-7.3858743,12.992249,0.0,0.0,78.13774684524537,60.045185,24.833252,74.334175,88.48216,-150.8725,0.54249907,-1.4034345,0.0,0.0,10.569035,73.170586,-81.908226,25.20767,-52.489956,1.8057728,-0.04852802,0.0,0.0
131,1.4923690557479858,3.724027395248413,94.9158706665039,0.9436855375276108,-18.19809547362697,-79.87882160781268,12.002431,-7.103728,12.943212,0.0,0.0,78.09764484024049,56.094765,25.080017,77.86654,85.89767,-148.12646,0.48859185,-1.3307078,0.0,0.0,11.16936,73.355896,-82.80334,24.471468,-52.45528,1.8465207,-0.06872639,0.0,0.0
132,1.4663163423538208,3.364213228225708,94.82672882080078,0.8530853185700201,-18.47662487281539,-79.8684527399101,12.06648,-6.7432656,12.466578,0.0,0.0,78.00848225212098,52.87614,25.29833,80.23688,83.01037,-142.78981,0.36359394,-1.2572532,0.0,0.0,11.766559,73.62722,-83.31432,23.921604,-51.94216,1.8681952,-0.081433006,0.0,0.0
133,1.4227458238601685,3.0802977085113525,94.77155303955078,0.7848707590700958,-18.46188798602035,-79.98621736554739,11.982214,-6.5452843,12.078556,0.0,0.0,77.96013096427919,49.90227,25.712025,82.04027,80.342384,-135.15427,0.23018846,-1.1128243,0.0,0.0,12.250447,73.737144,-83.153206,23.778837,-51.55364,1.824547,-0.07316401,0.0,0.0
134,1.4261435270309448,2.814502000808716,94.75228881835938,0.7892692414118729,-18.68519743031874,-79.86946098279918,11.671355,-6.415085,12.343795,0.0,0.0,77.94758418655397,47.323036,26.289213,83.512085,77.50285,-126.56636,0.17616382,-0.89559346,0.0,0.0,12.416137,73.6921,-82.80678,23.95868,-51.818886,1.775608,-0.074105404,0.0,0.0
135,1.4722651243209839,2.6331992149353027,94.76238250732422,0.7657824909489296,-18.742741612654605,-79.83888476589513,11.48616,-6.2480154,12.583231,0.0,0.0,77.9751215324402,44.82142,26.897873,84.246994,74.26767,-119.24433,0.21595946,-0.6988136,0.0,0.0,12.281375,73.77372,-82.71891,23.997215,-52.49532,1.7854221,-0.07616483,0.0,0.0
136,1.5572454929351807,2.507535696029663,94.79548645019531,0.7460877201305067,-18.589851083126796,-79.89393731520634,11.396122,-6.0071898,12.225392,0.0,0.0,78.04019192314149,42.321133,27.502079,83.690674,70.67345,-112.57515,0.21038553,-0.5780898,0.0,0.0,12.274189,74.169586,-82.76572,23.982847,-53.211544,1.8134819,-0.052381188,0.0,0.0
137,1.6622557640075684,2.4851293563842773,94.8338851928711,0.8737912978537931,-18.37393556670467,-80.21901482974347,11.467222,-5.8840528,12.339437,0.0,0.0,78.10256222343446,39.98792,28.428505,82.850784,67.976006,-106.51265,0.16965288,-0.502986,0.0,0.0,12.044743,74.52608,-81.83477,24.126698,-53.87629,1.7799698,-0.012761289,0.0,0.0
138,1.7998853921890259,2.5068953037261963,94.8701400756836,1.112181063418968,-18.653242970013547,-80.28923455580116,11.339104,-5.74671,13.48002,0.0,0.0,78.15962174987794,38.32852,29.840464,82.12637,65.84631,-101.44729,0.20259918,-0.41463202,0.0,0.0,11.449691,74.773926,-80.66457,24.516275,-54.907455,1.7521262,0.0046174824,0.0,0.0
139,1.9721016883850098,2.5949530601501465,94.91217041015625,1.3879780663855332,-18.971024888371346,-80.39162952669601,11.198352,-5.576027,14.833184,0.0,0.0,78.21857670402528,36.593876,31.731749,81.31727,63.883507,-98.638565,0.2910789,-0.35271382,0.0,0.0,10.657798,74.9947,-79.6083,24.684864,-56.25343,1.7802283,-0.0024626467,0.0,0.0
140,2.107235908508301,2.7054150104522705,94.9237289428711,1.4869118284571774,-19.32101354921797,-80.4756869960391,10.966493,-5.392824,15.64715,0.0,0.0,78.24668029403688,33.795895,34.17327,80.24327,61.50632,-96.06306,0.3047505,-0.294403,0.0,0.0,10.229831,74.96621,-78.44631,24.770546,-57.00457,1.8107737,-0.026381195,0.0,0.0
141,2.173957347869873,2.76631760597229,94.8846664428711,1.602362283853167,-19.2961472635328,-80.57294321303924,10.590501,-5.4312267,16.175785,0.0,0.0,78.2390866622925,30.297386,37.055603,78.90566,58.5852,-94.83734,0.29702097,-0.259573,0.0,0.0,9.71855,74.887985,-77.5277,24.601078,-57.897675,1.8413372,-0.034165163,0.0,0.0
142,2.255223512649536,2.809938669204712,94.82288360595703,1.7869392655427025,-19.594105297859723,-80.63795663346589,10.140377,-5.342262,17.129341,0.0,0.0,78.20006350135804,26.589735,40.375877,77.26901,54.972706,-95.527336,0.3369931,-0.26306662,0.0,0.0,8.852031,74.60309,-76.022156,24.203907,-58.662567,1.8555586,-0.039781112,0.0,0.0
143,2.332878589630127,2.8175179958343506,94.74990844726562,1.9482282120126866,-20.01654797675983,-80.60648417565658,9.656843,-5.1170654,18.07422,0.0,0.0,78.15571168518068,22.284351,44.25592,75.36239,50.27134,-97.90629,0.41848737,-0.30750674,0.0,0.0,7.732329,74.275246,-74.294395,23.512802,-59.2541,1.8964782,-0.03729615,0.0,0.0
144,2.3982880115509033,2.722677707672119,94.6460189819336,2.0756935533806984,-20.3059666946222,-80.74070109966117,9.200476,-4.9524302,18.643383,0.0,0.0,78.11597326850892,17.367722,48.913784,73.02522,43.81938,-100.573906,0.5390603,-0.31874657,0.0,0.0,6.7015886,73.98484,-73.05924,23.03546,-59.421078,1.9752262,-0.034691554,0.0,0.0
145,2.479931116104126,2.57682466506958,94.53609466552734,2.158103191793654,-20.472796287443263,-80.10060455778692,8.235112,-4.5940547,18.747633,0.0,0.0,78.09260824775697,12.189435,54.388725,71.4011,34.935883,-102.7087,0.7943985,-0.29838943,0.0,0.0,5.7355523,73.97707,-71.885155,22.331211,-59.669067,2.1134434,-0.009528348,0.0,0.0
146,2.6198439598083496,2.356110095977783,94.40987396240234,2.1736540672709457,-21.011650818289294,-79.44072803607997,7.0808396,-3.7461212,18.675222,0.0,0.0,78.06148270225526,6.92097,60.77429,70.78579,25.059937,-103.49555,1.247681,-0.27131277,0.0,0.0,5.1260962,74.17329,-70.95045,21.439972,-59.819122,2.269626,-0.012133613,0.0,0.0
147,2.788072347640991,2.109851360321045,94.29493713378906,2.1169297910385114,-21.53830995479749,-78.98210219154969,5.5670133,-2.6000185,17.105728,0.0,0.0,78.04387549018861,1.0719734,67.61545,70.13438,15.4843645,-104.16577,1.859507,-0.23942213,0.0,0.0,5.571895,74.67115,-69.80458,20.355515,-61.59331,2.426395,-0.04569281,0.0,0.0
